1403636580.813555 -0.010760 0.014840 -0.163372 0.841775 0.045771 0.536183 -0.042758
1403636580.913555 -0.003623 0.016021 -0.085323 0.833273 0.051678 0.548985 -0.040007
1403636581.013556 0.001278 0.017309 -0.010095 0.823551 0.066885 0.560281 -0.058105
1403636581.113555 0.007410 0.017728 0.054984 0.817265 0.065770 0.569131 -0.061982
1403636581.213556 0.012494 0.016516 0.109460 0.809894 0.058664 0.580228 -0.062976
1403636581.313555 0.015040 0.014480 0.148511 0.801556 0.055914 0.591781 -0.064632
1403636581.413555 0.015546 0.010808 0.157051 0.799216 0.057896 0.594683 -0.065217
1403636581.513556 0.014213 0.007999 0.131093 0.803994 0.062218 0.588206 -0.061129
1403636581.613555 0.009412 0.007325 0.080740 0.809912 0.060260 0.580396 -0.059602
1403636581.713556 0.006016 0.005399 0.018378 0.814259 0.060064 0.574432 -0.058327
1403636581.813555 -0.001762 0.005118 -0.046249 0.813636 0.057371 0.575949 -0.054660
1403636581.913555 -0.010035 0.005237 -0.111633 0.811060 0.058074 0.579056 -0.059187
1403636582.013556 -0.012814 0.004739 -0.174342 0.818859 0.059851 0.567117 -0.065317
1403636582.113555 -0.016884 0.006791 -0.222683 0.828625 0.062269 0.552664 -0.063757
1403636582.213556 -0.020420 0.011252 -0.247140 0.835376 0.071369 0.539958 -0.074150
1403636582.313555 -0.019882 0.014550 -0.237281 0.837661 0.074751 0.535454 -0.077630
1403636582.413555 -0.018721 0.017373 -0.194500 0.833202 0.074533 0.541986 -0.080443
1403636582.513556 -0.015934 0.017973 -0.135050 0.825108 0.074320 0.554307 -0.080106
1403636582.613555 -0.013364 0.016993 -0.069222 0.820529 0.076722 0.560762 -0.079952
1403636582.713556 -0.010917 0.013566 -0.002826 0.818422 0.072901 0.564815 -0.076522
1403636582.813555 -0.005589 0.008863 0.061748 0.814722 0.064817 0.571375 -0.074547
1403636582.913555 -0.001182 0.003449 0.123303 0.807224 0.053740 0.583556 -0.070458
1403636583.013556 -0.000964 -0.001171 0.170022 0.797419 0.049128 0.597539 -0.068247
1403636583.113555 -0.001921 -0.003604 0.188463 0.792678 0.048087 0.604373 -0.063894
1403636583.213556 -0.001972 -0.006080 0.174097 0.792975 0.050837 0.604094 -0.060641
1403636583.313555 -0.001758 -0.004838 0.134572 0.794593 0.051512 0.602083 -0.058854
1403636583.413555 -0.001191 -0.005629 0.076557 0.796334 0.054579 0.599088 -0.062987
1403636583.513556 -0.001828 -0.007341 0.011269 0.798677 0.061027 0.594919 -0.066805
1403636583.613555 -0.002336 -0.008887 -0.058145 0.803329 0.065919 0.588132 -0.066466
1403636583.713556 -0.005242 -0.007129 -0.126334 0.814506 0.066201 0.571806 -0.072358
1403636583.813555 -0.009359 -0.007406 -0.184779 0.826539 0.065176 0.553635 -0.077939
1403636583.913555 -0.013646 -0.006700 -0.231294 0.833261 0.068799 0.543337 -0.075687
1403636584.013556 -0.018536 -0.004773 -0.258656 0.834836 0.076761 0.539604 -0.077363
